,realSum,room_type,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,rest_index,lng,lat,CIUDAD,WEEK-END,realSum_unit,Haversine
2080,129.82447917887188,Entire home/apt,4.0,False,0,0,10.0,100.0,2,2.813963501242435,0.8818900015142561,55.34857178007335,78.77837697233369,23.766,37.983,athens,Week,32.45611979471797,4874.0778714993385
2081,138.9637475687203,Entire home/apt,4.0,True,1,0,10.0,96.0,1,0.4072929196632326,0.3045678684240355,240.3066538956853,407.1676962193295,23.73168,37.97776,athens,Week,34.74093689218007,4871.854410372463
2082,156.30492348791978,Entire home/apt,3.0,True,0,1,10.0,98.0,1,1.2372111314777294,0.2884880573109026,199.50736576152912,395.96740259345165,23.722,37.979,athens,Week,52.10164116263993,4871.473478993673
2083,91.62702411360814,Entire home/apt,4.0,True,1,0,10.0,99.0,1,4.367457161013417,0.2974673006070027,39.803047454722574,58.70657846129648,23.727120000000003,38.01435,athens,Week,22.906756028402036,4874.933331735097
2084,74.05150797928434,Private room,2.0,False,0,0,10.0,100.0,1,2.194185000055204,0.3852657478886863,78.73340490755983,113.3259727513642,23.73391,37.99529,athens,Week,37.02575398964217,4873.554144471055
2085,113.8893445504183,Entire home/apt,6.0,True,1,0,10.0,96.0,2,2.071205606728189,0.4538674431456202,96.58899133897346,158.64431828507207,23.71584,37.98598,athens,Week,18.981557425069717,4871.791462245219
2086,106.39045766644014,Entire home/apt,5.0,False,0,1,10.0,96.0,1,1.395424050687237,0.4385971315341117,160.6917054720299,289.1041226683265,23.72085,37.98061,athens,Week,21.278091533288027,4871.5606002925415
2087,151.85245940055773,Entire home/apt,4.0,True,0,1,10.0,100.0,2,2.5089660621009475,0.5634668009885739,68.77522075363177,101.1627688953279,23.732,37.998000000000005,athens,Week,37.96311485013943,4873.702096641141
2088,162.39776908115203,Entire home/apt,4.0,True,0,1,10.0,100.0,2,2.6687989286455007,0.9543651257079904,62.41337966942743,91.80859900054944,23.7377,37.99953,athens,Week,40.59944227028801,4874.130823050026
2089,98.65723056733766,Entire home/apt,2.0,True,1,0,10.0,95.0,1,2.740576481419561,0.7250243390422192,62.90304909077924,92.61136387329462,23.731,38.0,athens,Week,49.32861528366883,4873.832158872009
2090,145.05659316195255,Private room,6.0,False,0,1,10.0,98.0,1,1.911332317711308,0.4904662246304158,139.56710130697363,178.0340202415726,23.722,37.962,athens,Week,24.176098860325425,4869.935218964142
2091,333.7004663370281,Entire home/apt,6.0,True,0,1,10.0,99.0,2,0.2574140464316575,0.2268567542305284,272.7599706227902,477.64139307458873,23.73355,37.97376,athens,Week,55.61674438950468,4871.587802418928
2092,138.9637475687203,Entire home/apt,2.0,True,0,0,10.0,97.0,1,1.4159978159206592,1.2454577143168608,109.0947063797512,148.5847113341617,23.74492,37.96528,athens,Week,69.48187378436015,4871.400296839302
2093,101.93799357907812,Entire home/apt,4.0,False,1,0,9.0,95.0,2,1.2786711205893948,0.3712233487448947,210.51369973820587,241.9214722710959,23.73082,37.96463,athens,Week,25.48449839476953,4870.6226740864395
2094,78.73831228177067,Entire home/apt,3.0,True,0,0,10.0,95.0,2,1.7499612272959415,0.8240205077636542,87.26695391437094,119.26638279905973,23.74814,37.98767,athens,Week,26.24610409392356,4873.589719503725
2095,194.03369812293488,Entire home/apt,6.0,True,1,0,10.0,98.0,2,1.2130982885828454,0.9886558769467884,108.0872265641583,157.8567347175661,23.74294,37.98471,athens,Week,32.33894968715581,4873.056948373039
2096,97.48552949171608,Entire home/apt,2.0,True,1,0,10.0,97.0,1,1.9202910872245569,0.2205408133797854,100.51696436939592,167.63352240941776,23.719,37.987,athens,Week,48.74276474585804,4872.044672124748
2097,106.39045766644014,Entire home/apt,3.0,True,0,0,10.0,97.0,1,1.5576495871337357,0.1553857055678666,179.4326347038869,213.06399315490063,23.72711,37.96316,athens,Week,35.46348588881338,4870.3005909430685
2098,127.71541724275303,Private room,2.0,False,0,1,9.0,89.0,1,3.407915381512913,0.1652487910065442,51.06311425063461,75.01141064947977,23.727120000000003,38.00555,athens,Week,63.85770862137652,4874.136884132448
2099,217.70205985049097,Entire home/apt,4.0,True,0,1,10.0,99.0,0,0.6728330756714169,0.2271791239430407,376.7375790474048,597.5004757444037,23.72793,37.97692,athens,Week,54.42551496262274,4871.5873467258025
2100,171.06835704075178,Entire home/apt,5.0,True,0,1,10.0,98.0,2,1.7280840612438524,0.4366659231266864,150.52935597208895,220.93214856385757,23.71573,37.97573,athens,Week,34.213671408150354,4870.858215722949
2101,158.41398542403863,Entire home/apt,5.0,True,0,0,10.0,97.0,3,0.9267253039809548,0.3365389033701829,124.62267896424378,216.21906037334725,23.745,37.979,athens,Week,31.682797084807724,4872.645400724139
2102,114.82670541091558,Entire home/apt,4.0,False,0,1,9.0,88.0,1,1.6533419131391969,0.8965449935394889,92.70039602516692,135.97854545192493,23.74,37.99,athens,Week,28.706676352728895,4873.385726437156
2103,185.36311016333516,Entire home/apt,4.0,True,0,0,10.0,98.0,1,1.116320158413779,0.4365798613156213,457.1500255225433,365.85171293773567,23.72644,37.96843,athens,Week,46.34077754083379,4870.743253944673
2104,168.95929510463293,Entire home/apt,4.0,True,0,1,10.0,97.0,1,2.923551934813833,0.4804765524244183,55.46981189738613,80.67077390392544,23.764,37.989,athens,Week,42.23982377615823,4874.518490084838
