,realSum,room_type,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,rest_index,lng,lat,CIUDAD,WEEK-END,realSum_unit,Haversine
32455,296.15994034858795,Private room,2.0,True,0,0,10.0,97.0,1,0.6998206055056153,0.1937093903170673,518.4789465008673,1218.6622284510793,2.35385,48.86282,paris,Week,148.07997017429398,5437.991776970713
32456,288.23748718426697,Private room,2.0,True,0,0,10.0,97.0,1,2.1000054433997444,0.1072206891589171,873.2169615301826,1000.5433274192944,2.32436,48.85902,paris,Week,144.11874359213348,5437.453019047892
32457,211.3430888246808,Private room,2.0,False,0,0,10.0,94.0,1,3.302325112770045,0.2347238165606703,444.5560767980152,902.854467379711,2.31714,48.87475,paris,Week,105.6715444123404,5439.171213557079
32458,298.9561002889365,Entire home/apt,2.0,False,0,1,9.0,91.0,1,0.5475666761571238,0.195996522231078,542.1420139360312,1199.184165720548,2.356,48.861,paris,Week,149.47805014446826,5437.798278600653
32459,247.9261813775748,Entire home/apt,4.0,False,0,0,7.0,82.0,1,1.1979209303289824,0.1035728515184905,406.928958394001,1070.7754966319856,2.35915,48.86648,paris,Week,61.9815453443937,5438.419295593956
32460,527.0761487557088,Entire home/apt,4.0,True,0,0,10.0,93.0,1,1.5432014736898958,0.5491302602196696,967.4781120214544,1095.8704340298427,2.33201,48.85891,paris,Week,131.7690371889272,5437.470975008868
32461,193.6340758691397,Private room,2.0,False,0,0,10.0,90.0,1,3.9981755450888623,0.4158379046163726,422.89562933657686,803.4340486048403,2.3067,48.87582,paris,Week,96.81703793456985,5439.249159550746
32462,207.1488489141579,Entire home/apt,2.0,False,0,0,10.0,95.0,1,1.4252792256271227,0.2073865151798009,374.3677619299375,1018.1593595624598,2.36075,48.86825,paris,Week,103.57442445707895,5438.6222106752675
32463,345.0927393046882,Entire home/apt,2.0,False,0,1,9.0,94.0,0,1.771036454085218,0.2106926013293996,623.1921299793488,1358.637365109162,2.33543,48.86767,paris,Week,172.5463696523441,5438.45713717257
32464,741.4484108491006,Entire home/apt,3.0,False,0,1,10.0,91.0,1,0.9738332882504028,0.1550168234560785,650.5867551852117,1372.5891746104855,2.3446700000000003,48.86352,paris,Week,247.14947028303354,5438.032972940909
32465,350.9180725137478,Private room,2.0,True,0,0,10.0,99.0,1,1.1022187867983728,0.2246300454231199,406.4556296155283,1059.337766696371,2.36172,48.86452,paris,Week,175.4590362568739,5438.21195240094
32466,239.30468822816667,Entire home/apt,2.0,False,0,1,9.0,89.0,0,1.326515258235181,0.1642500035087996,479.0067928167229,1219.494097809497,2.3484,48.86815,paris,Week,119.65234411408333,5438.561867458074
32467,242.7998881536024,Private room,2.0,True,1,0,10.0,99.0,1,0.6754932746879329,0.2140864502640986,734.7932167974743,1189.7942751427022,2.35093,48.85061,paris,Week,121.3999440768012,5436.624466337932
32468,242.7998881536024,Private room,2.0,False,0,0,10.0,97.0,1,1.0735496100208106,0.139356720584975,487.3392101008357,1209.716796355115,2.3506,48.86612,paris,Week,121.3999440768012,5438.345228932496
32469,845.6053686270855,Entire home/apt,4.0,False,0,1,8.0,80.0,1,3.8450067230808154,0.2900805760028714,486.8988497924302,924.179768118248,2.30609,48.87234,paris,Week,211.40134215677136,5438.860371215478
32470,277.9849007363221,Private room,2.0,True,1,0,10.0,96.0,1,0.231161147860463,0.3120669946590502,606.9325677447677,1298.3076899420282,2.35564,48.85739,paris,Week,138.99245036816106,5437.396025973042
32471,301.053220244198,Entire home/apt,2.0,True,0,0,10.0,97.0,0,2.7046800565100027,0.1819056416017648,548.9789769334755,1039.7833613047535,2.322,48.87,paris,Week,150.526610122099,5438.662886475537
32472,301.053220244198,Entire home/apt,2.0,False,0,0,10.0,97.0,1,1.0200214526113025,0.350933295010764,764.5054193350937,1369.6770782096369,2.33902,48.8551,paris,Week,150.526610122099,5437.07567670584
32473,382.1418585143071,Private room,2.0,False,1,0,10.0,90.0,1,1.550722599721429,0.1877237151925704,475.0866631144488,1205.1474728941062,2.34653,48.8699,paris,Week,191.07092925715355,5438.748737888772
32474,336.00521949855533,Entire home/apt,2.0,False,0,0,9.0,87.0,1,1.6927020388337328,0.1777905502879638,599.8247933688547,1364.6854188068007,2.33735,48.86791,paris,Week,168.00260974927767,5438.491381146815
32475,484.2016963370305,Entire home/apt,2.0,False,0,0,10.0,96.0,1,0.8232619419926955,0.2393010939948618,494.1296515738344,1209.148338601368,2.3538,48.86394,paris,Week,242.10084816851526,5438.115930892747
32476,435.5019107092926,Entire home/apt,4.0,False,0,1,9.0,80.0,1,1.2423047865701249,0.0695317642585102,506.9295923791597,1279.3332612382962,2.34713,48.86711,paris,Week,108.87547767732315,5438.441346626044
32477,463.46351011277847,Entire home/apt,4.0,False,0,0,10.0,93.0,1,3.250984870334394,0.2201206009577099,542.4191554234067,953.6330346024688,2.31294,48.86943,paris,Week,115.86587752819462,5438.564043958294
32478,318.29620654301425,Entire home/apt,2.0,False,0,0,9.0,94.0,0,1.0905859817014636,0.193038294464377,745.5673263633112,1364.2284603562457,2.34119,48.86274,paris,Week,159.14810327150713,5437.932559644699
32479,287.07242054245506,Private room,2.0,False,1,0,10.0,94.0,1,2.261274270190635,0.1118125756746077,421.34722054013,1123.7138902710135,2.34349,48.87597,paris,Week,143.53621027122753,5439.410626327372
32480,305.71348681144565,Private room,2.0,False,0,0,9.0,83.0,1,2.0521278096134616,0.0822563181511223,677.9602039310798,1008.8340219127224,2.32478,48.85609,paris,Week,152.85674340572282,5437.129344097041
